id,severity,description,repository,source,opened_at,closed_at,html_url,line_number,filepath,pattern_internal_id,image_name,image_tag,dependencies_chains
2c7df15a-38fd-438c-b91f-b40570b6fb0c,Critical,Data is being piped into `bash` from a `curl` command.,mandelbrot,Codacy,2026-03-08T10:29:43.970Z,,https://app.codacy.com/p/831812/issues/index?resultDataId=131451573116,32,tools/fix_nodejs.sh,Semgrep_bash.curl.security.curl-pipe-bash.curl-pipe-bash,,,
67cd2cbe-5e65-4ea5-ba8a-f127a492ffa6,Critical,The application was found calling the `eval` function with non-literal data.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451654046,1020,venv/lib/python3.12/site-packages/dill/_dill.py,Semgrep_python_eval_rule-eval,,,
007a5e07-ba8d-40ab-b033-1228289f5a97,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451583253,110,src/ethics-pyramid/venv/lib/python3.12/site-packages/pandas/tests/scalar/timestamp/test_formats.py,PyLintPython3_W0123,,,
31b47e00-7ebb-444c-9cf4-63077463262d,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451679230,64,src/ethics-pyramid/venv/lib/python3.12/site-packages/pandas/tests/indexes/multi/test_formats.py,PyLintPython3_W0123,,,
1668836a-cda7-491a-b194-5cbffad108ed,Critical,Detected the use of exec(). exec() can be dangerous if used to evaluate dynamic content.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451617558,1743,venv/lib/python3.12/site-packages/pkg_resources/__init__.py,Semgrep_python.lang.security.audit.exec-detected.exec-detected,,,
c6ca1d4c-85ff-45bf-a3e4-284269fa84dc,Critical,The application was found calling the `exec` function with a non-literal variable.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451617554,1754,venv/lib/python3.12/site-packages/pkg_resources/__init__.py,Semgrep_python_exec_rule-exec-used,,,
df07ba3c-60c7-4736-aa44-62c2631b6b7c,Critical,Found non static data as an index to 'globals()'. This is extremely dangerous because it allows an attacker to execute arbitrary code on the system.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451617552,167,venv/lib/python3.12/site-packages/pkg_resources/__init__.py,Semgrep_python.lang.security.dangerous-globals-use.dangerous-globals-use,,,
97ec1351-0ba1-4704-97f2-39b75d5b1067,Critical,Detected the use of exec(). exec() can be dangerous if used to evaluate dynamic content.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451617547,1754,venv/lib/python3.12/site-packages/pkg_resources/__init__.py,Semgrep_python.lang.security.audit.exec-detected.exec-detected,,,
a7c339ad-607e-46f4-8aae-0780b1c54c27,Critical,The application was found calling the `exec` function with a non-literal variable.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451617542,1743,venv/lib/python3.12/site-packages/pkg_resources/__init__.py,Semgrep_python_exec_rule-exec-used,,,
27a53776-f636-452e-a1c1-6ce7768db661,Critical,Untrusted user input in `importlib.import_module()` function allows an attacker to load arbitrary code.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451617541,2503,venv/lib/python3.12/site-packages/pkg_resources/__init__.py,Semgrep_python.lang.security.audit.non-literal-import.non-literal-import,,,
ff2bb842-43ec-486a-a7f5-024a063fadac,Critical,Found non static data as an index to 'globals()'. This is extremely dangerous because it allows an attacker to execute arbitrary code on the system.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451617548,160,venv/lib/python3.12/site-packages/pkg_resources/__init__.py,Semgrep_python.lang.security.dangerous-globals-use.dangerous-globals-use,,,
68731ea9-ea3e-4eb4-8ace-82b959a1fa48,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451671543,43,src/ethics-pyramid/venv/lib/python3.12/site-packages/pandas/tests/indexes/numeric/test_numeric.py,PyLintPython3_W0123,,,
22eeb199-2630-4c1d-8c9f-9a9cae86cd37,Critical,Untrusted user input in `importlib.import_module()` function allows an attacker to load arbitrary code.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451645563,69,venv/lib/python3.12/site-packages/scipy/_lib/deprecation.py,Semgrep_python.lang.security.audit.non-literal-import.non-literal-import,,,
fd6dd3d3-1131-450e-ad91-eae9c846e9ef,Critical,Untrusted user input in `importlib.import_module()` function allows an attacker to load arbitrary code.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451645562,48,venv/lib/python3.12/site-packages/scipy/_lib/deprecation.py,Semgrep_python.lang.security.audit.non-literal-import.non-literal-import,,,
d3f46def-3bb8-43a8-81f2-9e45e1e07578,Critical,The application was found calling the `exec` function with a non-literal variable.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451583170,166,venv/lib/python3.12/site-packages/scipy/_lib/decorator.py,Semgrep_python_exec_rule-exec-used,,,
9b6ff771-578d-464f-a6e4-b16265076783,Critical,Untrusted user input in `importlib.import_module()` function allows an attacker to load arbitrary code.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451607945,67,venv/lib/python3.12/site-packages/networkx/lazy_imports.py,Semgrep_python.lang.security.audit.non-literal-import.non-literal-import,,,
17b37902-c8d3-453a-b4e7-84384d8cc664,Critical,Untrusted user input in `importlib.import_module()` function allows an attacker to load arbitrary code.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451607944,65,venv/lib/python3.12/site-packages/networkx/lazy_imports.py,Semgrep_python.lang.security.audit.non-literal-import.non-literal-import,,,
78b84d33-6c15-4473-92d2-2ab76ab71fb6,Critical,Detected the use of exec(). exec() can be dangerous if used to evaluate dynamic content.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451583167,166,venv/lib/python3.12/site-packages/scipy/_lib/decorator.py,Semgrep_python.lang.security.audit.exec-detected.exec-detected,,,
02b59d94-f4df-4e6e-9293-0410a4c07757,Critical,Detected subprocess function 'check_call' without a static string.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451641435,239,venv/lib/python3.12/site-packages/pip/_internal/commands/configuration.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-audit.dangerous-subprocess-use-audit,,,
4cc5eb65-b231-425b-8605-00f9e68c7563,Critical,Detected subprocess function 'check_call' with user controlled data.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451641438,239,venv/lib/python3.12/site-packages/pip/_internal/commands/configuration.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-tainted-env-args.dangerous-subprocess-use-tainted-env-args,,,
69e94fea-ab31-46a8-bdd5-2248e46b8ae6,Critical,subprocess call - check for execution of untrusted input,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451670088,42,venv/lib/python3.12/site-packages/pennylane/about.py,Semgrep_python_exec_rule-subprocess-call-array,,,
d9c0a420-bd82-4345-9c5b-ae0d20a8aa09,Critical,Detected subprocess function 'check_output' without a static string.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451670087,42,venv/lib/python3.12/site-packages/pennylane/about.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-audit.dangerous-subprocess-use-audit,,,
cfacb333-f503-4ff5-af93-88dc251f00b5,Critical,Detected subprocess function 'run' without a static string.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451630740,415,venv/lib/python3.12/site-packages/packaging/tags.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-audit.dangerous-subprocess-use-audit,,,
72284327-0c1f-466d-8c6f-e2a545e7bbe6,Critical,Detected subprocess function 'Popen' without a static string.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451639469,143,venv/lib/python3.12/site-packages/pennylane/logging/configuration.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-audit.dangerous-subprocess-use-audit,,,
3ba6e8ac-cc31-4121-97bd-342a6610a33c,Critical,Detected subprocess function 'Popen' with user controlled data.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451639465,143,venv/lib/python3.12/site-packages/pennylane/logging/configuration.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-tainted-env-args.dangerous-subprocess-use-tainted-env-args,,,
539d2eb6-3a14-453d-af24-0b146e733028,Critical,Untrusted user input in `importlib.import_module()` function allows an attacker to load arbitrary code.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451639455,31,venv/lib/python3.12/site-packages/pennylane/logging/configuration.py,Semgrep_python.lang.security.audit.non-literal-import.non-literal-import,,,
1b647371-147e-4a86-b1d8-beb2652bd5cb,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451641375,890,venv/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py,PyLintPython3_W0123,,,
4b6bf2a5-4e7f-4c70-b6ef-f914efcfadc9,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451641397,799,venv/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py,PyLintPython3_W0123,,,
edf27936-cc72-4de9-9d09-1263ee6720f1,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451641386,239,venv/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py,PyLintPython3_W0123,,,
18254b08-3484-4281-ba7c-e6ccee25d7c3,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451641391,716,venv/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py,PyLintPython3_W0123,,,
4f51f0bc-5b7d-4c5d-a650-278ea91dc754,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451641393,696,venv/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py,PyLintPython3_W0123,,,
9f1cfd9a-0192-4066-8012-c30dfce5af92,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451641401,505,venv/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py,PyLintPython3_W0123,,,
f841d313-e16a-46b8-b9d8-6524dbde6ca9,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451641370,762,venv/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py,PyLintPython3_W0123,,,
85ee7f69-129d-4cc2-92b9-5a10bb652dcb,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451641376,838,venv/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py,PyLintPython3_W0123,,,
b70fc5ae-e1db-4493-bad3-b7b8a4849da2,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451641363,736,venv/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py,PyLintPython3_W0123,,,
f0d9aa93-d384-4dac-864f-bddd3e3b8174,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451693741,736,src/ethics-pyramid/venv/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py,PyLintPython3_W0123,,,
792e7fbf-7ef6-489b-899d-91d029b332c3,Critical,Detected subprocess function 'check_output' with user controlled data.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451639470,158,venv/lib/python3.12/site-packages/setuptools/_distutils/_msvccompiler.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-tainted-env-args.dangerous-subprocess-use-tainted-env-args,,,
71159bdb-9044-4712-9ed9-23747b40cb3f,Critical,Detected subprocess function 'check_output' without a static string.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451639468,157,venv/lib/python3.12/site-packages/setuptools/_distutils/_msvccompiler.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-audit.dangerous-subprocess-use-audit,,,
d20d18bb-833e-43dd-9f9e-c979bae49314,Critical,Detected subprocess function 'check_output' with user controlled data.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451639454,93,venv/lib/python3.12/site-packages/setuptools/_distutils/_msvccompiler.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-tainted-env-args.dangerous-subprocess-use-tainted-env-args,,,
14ba32f3-7a3e-4b64-852d-36bb5ae348f7,Critical,Detected subprocess function 'check_output' without a static string.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451639461,93,venv/lib/python3.12/site-packages/setuptools/_distutils/_msvccompiler.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-audit.dangerous-subprocess-use-audit,,,
bf680c2c-103a-4833-acef-015b300f9a1d,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451693756,799,src/ethics-pyramid/venv/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py,PyLintPython3_W0123,,,
b51756c7-e79f-4d47-84ce-2839d4a80459,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451693722,716,src/ethics-pyramid/venv/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py,PyLintPython3_W0123,,,
93f859bd-785f-4f3d-a5ff-630829e8beed,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451693762,505,src/ethics-pyramid/venv/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py,PyLintPython3_W0123,,,
999f3136-121e-4717-aa62-eba4e7a5b3b0,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451693714,696,src/ethics-pyramid/venv/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py,PyLintPython3_W0123,,,
29628a3c-1f20-4978-b542-b059db85729e,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451693778,838,src/ethics-pyramid/venv/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py,PyLintPython3_W0123,,,
681a12e1-1f43-4595-a638-8a0c654481ae,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451693696,890,src/ethics-pyramid/venv/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py,PyLintPython3_W0123,,,
b5fed94c-9774-4415-b65b-c7a6617930c1,Critical,"Avoid using `dill`, which uses `pickle`, which is known to lead to code execution vulnerabilities.",runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451609012,245,venv/lib/python3.12/site-packages/dill/detect.py,Semgrep_python.lang.security.deserialization.pickle.avoid-dill,,,
740103d3-e24d-4c43-9d0b-9af20273ae8b,Critical,"Avoid using `pickle`, which is known to lead to code execution vulnerabilities.",runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451579241,231,venv/lib/python3.12/site-packages/numpy/core/_methods.py,Semgrep_python.lang.security.deserialization.pickle.avoid-pickle,,,
1cde6f5c-8e89-4ea7-81db-e283bcee8ac5,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451693716,762,src/ethics-pyramid/venv/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py,PyLintPython3_W0123,,,
4fd50dfd-4319-4ea8-8ddd-c3dbdd02c02e,Critical,"Avoid using `dill`, which uses `pickle`, which is known to lead to code execution vulnerabilities.",runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451609013,261,venv/lib/python3.12/site-packages/dill/detect.py,Semgrep_python.lang.security.deserialization.pickle.avoid-dill,,,
8185fc10-24c4-465a-9c47-55f0769848ff,Critical,"Avoid using `pickle`, which is known to lead to code execution vulnerabilities.",runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451579246,234,venv/lib/python3.12/site-packages/numpy/core/_methods.py,Semgrep_python.lang.security.deserialization.pickle.avoid-pickle,,,
f0b6dd4f-4cb4-4174-bb7a-a92cee771d3e,Critical,The application was found using `dill` which is vulnerable to deserialization attacks.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451609014,245,venv/lib/python3.12/site-packages/dill/detect.py,Semgrep_python_deserialization_rule-dill,,,
ec44a852-5832-4683-857f-04037158f0ec,Critical,The application was found using `dill` which is vulnerable to deserialization attacks.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451609015,242,venv/lib/python3.12/site-packages/dill/detect.py,Semgrep_python_deserialization_rule-dill,,,
cb9fc750-25df-49ef-8e32-146b4c423b52,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451693694,239,src/ethics-pyramid/venv/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py,PyLintPython3_W0123,,,
ef714b5c-2c37-4e6e-95f4-4b12514f4e6a,Critical,"Avoid using `dill`, which uses `pickle`, which is known to lead to code execution vulnerabilities.",runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451609011,279,venv/lib/python3.12/site-packages/dill/detect.py,Semgrep_python.lang.security.deserialization.pickle.avoid-dill,,,
8855b4e2-68ff-475c-8c19-d9919b3e1be9,Critical,The application was found using `dill` which is vulnerable to deserialization attacks.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451609010,279,venv/lib/python3.12/site-packages/dill/detect.py,Semgrep_python_deserialization_rule-dill,,,
21f8bdc7-3d7e-4380-bc51-efca920e859c,Critical,The application was found using `dill` which is vulnerable to deserialization attacks.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451609016,261,venv/lib/python3.12/site-packages/dill/detect.py,Semgrep_python_deserialization_rule-dill,,,
2c7fe9df-053f-44ce-b434-0bd1ea42f7ec,Critical,"Avoid using `dill`, which uses `pickle`, which is known to lead to code execution vulnerabilities.",runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451609018,242,venv/lib/python3.12/site-packages/dill/detect.py,Semgrep_python.lang.security.deserialization.pickle.avoid-dill,,,
94b5ad6e-71ac-48bb-8106-1d299c1d3c73,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451674658,72,venv/lib/python3.12/site-packages/dill/tests/test_module.py,PyLintPython3_W0123,,,
2ad44116-76c0-4286-a3ba-0b288c85c8d2,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451639570,62,venv/lib/python3.12/site-packages/sympy/physics/quantum/tests/test_printing.py,PyLintPython3_W0123,,,
1385c3a8-d1ff-4728-a359-9738d30f8dad,Critical,The Python documentation recommends using `defusedxml` instead of `xml` because the native Python `xml` library is vulnerable to XML External Entity (XXE) attacks.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451604769,519,venv/lib/python3.12/site-packages/pandas/io/xml.py,Semgrep_python.lang.security.use-defused-xml.use-defused-xml,,,
d79f241f-f1e9-46ca-82b0-92f18802db99,Critical,The Python documentation recommends using `defusedxml` instead of `xml` because the native Python `xml` library is vulnerable to XML External Entity (XXE) attacks.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451604773,43,venv/lib/python3.12/site-packages/pandas/io/xml.py,Semgrep_python.lang.security.use-defused-xml.use-defused-xml,,,
d5a7bb4c-6842-4819-9866-be1fbfbe4565,Critical,The Python documentation recommends using `defusedxml` instead of `xml` because the native Python `xml` library is vulnerable to XML External Entity (XXE) attacks.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451604765,434,venv/lib/python3.12/site-packages/pandas/io/xml.py,Semgrep_python.lang.security.use-defused-xml.use-defused-xml,,,
f5bebed1-51ae-4aa1-8bda-a385765899a4,Critical,Untrusted user input in `importlib.import_module()` function allows an attacker to load arbitrary code.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451614907,135,venv/lib/python3.12/site-packages/pandas/compat/_optional.py,Semgrep_python.lang.security.audit.non-literal-import.non-literal-import,,,
379dd678-13f4-4854-a8e2-c6874031558b,Critical,Untrusted user input in `importlib.import_module()` function allows an attacker to load arbitrary code.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451617555,135,src/ethics-pyramid/venv/lib/python3.12/site-packages/pandas/compat/_optional.py,Semgrep_python.lang.security.audit.non-literal-import.non-literal-import,,,
757b30ec-5783-4507-b6de-ea0105fd7b3e,Critical,Use of eval,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451656284,270,venv/lib/python3.12/site-packages/sympy/utilities/matchpy_connector.py,PyLintPython3_W0123,,,
53372530-a8cb-4420-bc05-4c61b3dc8a70,Critical,Detected the use of eval(). eval() can be dangerous if used to evaluate dynamic content.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451620430,270,venv/lib/python3.12/site-packages/sympy/utilities/matchpy_connector.py,Semgrep_python.lang.security.audit.eval-detected.eval-detected,,,
a8277aaa-4e2f-46da-b41f-0291c948e898,Critical,The application was found calling the `eval` function with non-literal data.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451620434,270,venv/lib/python3.12/site-packages/sympy/utilities/matchpy_connector.py,Semgrep_python_eval_rule-eval,,,
d9608110-3ca6-452d-9b20-2337e32345c8,Critical,The application was found calling the `eval` function with non-literal data.,runexusiam,Codacy,2026-03-08T11:00:04.290Z,,https://app.codacy.com/p/831814/issues/index?resultDataId=131451692345,451,src/ethics-pyramid/venv/lib/python3.12/site-packages/numpy/f2py/capi_maps.py,Semgrep_python_eval_rule-eval,,,
